Repository Link,Language,File name,Function name,code_section,Approximate Number of Lines,Long Method
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/block_structure/management/commands/tests/test_generate_course_blocks.py,test_no_course_mode,"def test_no_course_mode(self):
        with self.assertRaisesMessage(CommandError, 'Must specify exactly one of --courses, --all_courses'):
            self.command.handle()",3,No
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/block_structure/management/commands/tests/test_generate_course_blocks.py,setUp,"def setUp(self):
        """"""
        Create courses in modulestore.
        """"""
        super().setUp()
        self.courses = [CourseFactory.create() for _ in range(self.num_courses)]
        self.course_keys = [course.id for course in self.courses]
        self.command = generate_course_blocks.Command()",8,No
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/site_configuration/management/commands/create_or_update_site_configuration.py,add_arguments,"def add_arguments(self, parser):
        args_group1 = parser.add_mutually_exclusive_group(required=True)
        args_group1.add_argument(
            '--site-id',
            action='store',
            dest='site_id',
            type=int,
            help='ID of the Site whose SiteConfiguration has to be updated.'
        )
        args_group1.add_argument('domain', nargs='?', default='')

        args_group2 = parser.add_mutually_exclusive_group()
        args_group2.add_argument(
            '--configuration',
            type=json.loads,
            help=""Enter JSON site configuration"",
            required=False
        )
        args_group2.add_argument(
            '-f',
            '--configuration-file',
            type=load_json_from_file,
            dest='config_file_data',
            help=""Enter the path to the JSON file containing the site configuration"",
            required=False
        )

        args_group3 = parser.add_mutually_exclusive_group()
        args_group3.add_argument(
            '--enabled',
            action='store_true',
            dest='enabled',
            default=None,
            help='Enable the SiteConfiguration.'
        )
        args_group3.add_argument(
            '--disabled',
            action='store_false',
            dest='enabled',
            help='Disable the SiteConfiguration.'
        )",39,Yes
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/site_configuration/management/commands/create_or_update_site_configuration.py,handle,"def handle(self, *args, **options):
        site_id = options.get('site_id')
        domain = options.get('domain')
        name = domain
        configuration = options.get('configuration')
        config_file_data = options.get('config_file_data')

        enabled = options.get('enabled')

        if site_id is not None:
            site, created = Site.objects.get_or_create(id=site_id)
        else:
            name_max_length = Site._meta.get_field(""name"").max_length
            if name:
                if len(str(name)) > name_max_length:
                    LOG.warning(
                        f""The name {name} is too long, truncating to {name_max_length}""
                        "" characters. Please update site name in admin.""
                    )
                # trim name as the column has a limit of 50 characters
                name = name[:name_max_length]
            site, created = Site.objects.get_or_create(
                domain=domain,
                name=name,
            )
        if created:
            LOG.info(f""Site does not exist. Created new site '{site.domain}'"")
        else:
            LOG.info(f""Found existing site for '{site.domain}'"")

        site_configuration, created = SiteConfiguration.objects.get_or_create(site=site)
        if created:
            LOG.info(
                ""Site configuration does not exist. Created new instance for '{site_name}'"".format(  # noqa: UP032
                    site_name=site.domain
                )
            )
        else:
            LOG.info(
                f""Found existing site configuration for '{site.domain}'. Updating it.""
            )

        site_configuration_values = configuration or config_file_data

        if site_configuration_values:
            if site_configuration.site_values:
                site_configuration.site_values.update(site_configuration_values)
            else:
                site_configuration.site_values = site_configuration_values

        if enabled is not None:
            site_configuration.enabled = enabled

        site_configuration.save()",47,Yes
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/site_configuration/management/commands/create_or_update_site_configuration.py,load_json_from_file,"def load_json_from_file(filename):
    with codecs.open(filename, encoding='utf-8') as file:
        return json.load(file)",3,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/program_enrollments/management/commands/tests/test_send_program_course_nudge_email.py,enroll_user,"def enroll_user(self, user, course, create_grade=False):
        """"""
        Create PersistentCourseGrade records for given user and course
        """"""
        CourseEnrollmentFactory(user=user, course_id=course.id, mode=CourseMode.AUDIT)
        if create_grade:
            params = {
                ""user_id"": user.id,
                ""course_id"": course.id,
                ""course_version"": ""JoeMcEwing"",
                ""percent_grade"": 77.7,
                ""letter_grade"": ""Great job"",
                ""passed_timestamp"": timezone.now() - timedelta(days=1),
            }
            PersistentCourseGrade.objects.create(**params)
            GeneratedCertificateFactory(
                user=user,
                course_id=course.id,
                status=CertificateStatuses.downloadable,
                mode='verified',
                download_url='www.google.com',
            )",22,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/program_enrollments/management/commands/tests/test_send_program_course_nudge_email.py,test_email_send,"def test_email_send(self, add_no_commit, __, get_programs_mock, mock_track):  # noqa: PT019
        """"""
        Test Segment fired as expected.
        """"""
        # partially_completed_program_2 program is a Micro Program so should be processed first irrespective of the
        # order return from get_programs_mock. Program are sorted on based on their types
        get_programs_mock.return_value = [self.partially_completed_program_1, self.partially_completed_program_2]
        with LogCapture() as logger:
            if add_no_commit:
                call_command(self.command, '--no-commit')
            else:
                call_command(self.command)
            # As user_1_in_progress_course_run is only in-progress for user_1 and not_started for user_2 so user 2
            # should be suggested with user_1_in_progress_course_run and user_1 should be suggested with
            # not_started_course_run_1
            logger.check_present(
                (
                    LOG_PATH,
                    'INFO',
                    f""[Program Course Nudge Email] 2 Emails sent. Records: [""
                    f""'User: {self.user_1.username}, Completed Course: {self.completed_course_run['key']},""
                    f"" Suggested Course: {self.not_started_course_run_1['key']}', ""
                    f""'User: {self.user_2.username}, Completed Course: {self.completed_course_run['key']},""
                    f"" Suggested Course: {self.user_1_in_progress_course_run['key']}']""
                )
            )
            if add_no_commit:
                assert mock_track.call_count == 0
            else:
                assert mock_track.call_count == 2",30,Yes
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/program_enrollments/management/commands/tests/test_send_program_course_nudge_email.py,setUpClass,"def setUpClass(cls):
        super().setUpClass()
        cls.command = 'send_program_course_nudge_email'",3,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/program_enrollments/management/commands/tests/test_send_program_course_nudge_email.py,setUp,"def setUp(self):
        super().setUp()
        self.user_1 = UserFactory()
        self.user_2 = UserFactory()

        self.enterprise_customer_user = EnterpriseCustomerUserFactory.create(
            user_id=self.user_1.id, enterprise_customer__enable_learner_portal=True
        )

        completed_course = CourseFactory.create()
        self.completed_course_run = CourseRunFactory(key=str(completed_course.id))
        user_1_in_progress_course = CourseFactory.create()
        self.user_1_in_progress_course_run = CourseRunFactory(type='audit', key=str(user_1_in_progress_course.id))
        not_started_course_1 = CourseFactory.create()
        self.not_started_course_run_1 = CourseRunFactory(key=str(not_started_course_1.id))
        not_started_course_2 = CourseFactory.create()
        self.not_started_course_run_2 = CourseRunFactory(key=str(not_started_course_2.id))

        self.catalog_completed_course = CatalogCourseFactory(course_runs=[self.completed_course_run])
        self.catalog_user_1_in_progress_course = CatalogCourseFactory(course_runs=[self.user_1_in_progress_course_run])
        self.catalog_not_started_course_1 = CatalogCourseFactory(course_runs=[self.not_started_course_run_1])
        self.catalog_not_started_course_2 = CatalogCourseFactory(course_runs=[self.not_started_course_run_2])

        self.partially_completed_program_1 = ProgramFactory(
            courses=[self.catalog_completed_course, self.catalog_not_started_course_1],
            type='MicroBachelors'
        )
        self.partially_completed_program_2 = ProgramFactory(
            courses=[
                self.catalog_completed_course, self.catalog_user_1_in_progress_course, self.catalog_not_started_course_2
            ],
            type='MicroMasters'
        )
        self.completed_program = ProgramFactory(
            courses=[self.catalog_completed_course],
            type='MicroMasters'
        )
        self.not_linked_program = ProgramFactory()

        self.enroll_user(user=self.user_1, course=user_1_in_progress_course)
        self.enroll_user(user=self.user_1, course=completed_course, create_grade=True)
        self.enroll_user(user=self.user_2, course=completed_course, create_grade=True)",37,Yes
https://github.com/openedx/openedx-platform.git,python,cms/djangoapps/export_course_metadata/management/commands/export_course_metadata_for_all_courses.py,export_course_metadata_for_all_courses,"def export_course_metadata_for_all_courses():
    """"""
    Export course metadata for all courses
    """"""
    courses = modulestore().get_course_summaries()
    for course in courses:
        export_course_metadata_task.delay(str(course.id))",7,No
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/course_overviews/management/commands/tests/test_simulate_publish.py,options,"def options(self, **kwargs):
        """"""
        Return an options dict that can be passed to self.command.handle()

        Passed in **kwargs will override existing defaults. Most defaults are
        the same as they are for running the management command manually (e.g.
        dry_run is False, show_receivers is False), except that the list of
        receivers is by default limited to the two that exist in this test
        class. We do this to keep these tests faster and more self contained.
        """"""
        default_receivers = [
            name_from_fn(self.sample_receiver_1),
            name_from_fn(self.sample_receiver_2),
        ]
        default_options = dict(
            show_receivers=False,
            dry_run=False,
            receivers=default_receivers,
            courses=None,
            delay=0,
            force_lms=True,
            skip_ccx=False,
            args_from_database=False
        )
        default_options.update(kwargs)
        return default_options",25,Yes
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/course_overviews/management/commands/tests/test_simulate_publish.py,test_args_from_database,"def test_args_from_database(self):
        """"""Test management command arguments injected from config model.""""""
        # Nothing in the database, should default to disabled
        with self.assertRaisesRegex(CommandError, 'SimulateCourseConfigPublish is disabled.*'):  # noqa: PT027
            call_command('simulate_publish', '--args-from-database')

        # Add a config
        config = SimulateCoursePublishConfig.current()
        config.arguments = '--delay 20 --dry-run --force-lms '
        config.enabled = True
        config.save()

        with LogCapture(LOGGER_NAME) as log:
            call_command('simulate_publish', '--force-lms')

            log.check_present(
                (
                    LOGGER_NAME, 'INFO',
                    ""simulate_publish starting, dry-run={}, delay={} seconds"".format('False', '0')
                ),
            )

        with LogCapture(LOGGER_NAME) as log:
            call_command('simulate_publish', '--args-from-database')

            log.check_present(
                (
                    LOGGER_NAME, 'INFO',
                    ""simulate_publish starting, dry-run={}, delay={} seconds"".format('True', '20')
                ),
            )",26,Yes
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/course_overviews/management/commands/tests/test_simulate_publish.py,test_course_overviews,"def test_course_overviews(self):
        """"""Integration test with CourseOverviews.""""""
        assert CourseOverview.objects.all().count() == 0
        # pylint: disable=protected-access
        self.command.handle(
            **self.options(
                receivers=[
                    name_from_fn(openedx.core.djangoapps.content.course_overviews.signals._listen_for_course_publish)
                ]
            )
        )
        assert CourseOverview.objects.all().count() == 2
        assert not self.received_1
        assert not self.received_2",14,No
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/course_overviews/management/commands/tests/test_simulate_publish.py,setUp,"def setUp(self):
        """"""
        Most of this is isolating and re-initializing our signal handler. It
        might look like you can move this to setUpClass, but be very careful if
        doing so, to make sure side-effects don't leak out between tests.
        """"""
        super().setUp()

        # Instead of using the process global SignalHandler.course_published, we
        # create our own SwitchedSignal to manually send to.
        Command.course_published_signal = SwitchedSignal('test_course_publish')

        # Course Overviews Handler
        # pylint: disable=protected-access
        Command.course_published_signal.connect(
            openedx.core.djangoapps.content.course_overviews.signals._listen_for_course_publish
        )
        # CCX Handler
        Command.course_published_signal.connect(
            lms.djangoapps.ccx.tasks.course_published_handler
        )
        Command.course_published_signal.connect(self.sample_receiver_1)
        Command.course_published_signal.connect(self.sample_receiver_2)

        self.received_1 = []
        self.received_2 = []",23,No
https://github.com/openedx/openedx-platform.git,python,openedx/core/djangoapps/content/course_overviews/migrations/0030_backfill_new_catalog_courseruns.py,backfill_openedx_catalog,"def backfill_openedx_catalog(apps, schema_editor) -> None:
    """"""
    Populate the new CourseRun and CatalogCourse models.
    """"""
    CourseOverview = apps.get_model(""course_overviews"", ""CourseOverview"")
    CatalogCourse = apps.get_model(""openedx_catalog"", ""CatalogCourse"")
    CourseRun = apps.get_model(""openedx_catalog"", ""CourseRun"")

    created_catalog_course_ids: set[int] = set()
    all_course_runs = CourseOverview.objects.order_by(""-created"")
    for course_overview in all_course_runs:
        course_key = course_overview.id
        org_code: str = course_key.org
        course_code: str = course_key.course
        run_code: str = course_key.run

        # Ensure that the Organization exists.
        try:
            org_data = ensure_organization(org_code)
        except org_exceptions.InvalidOrganizationException as exc:
            # Note: IFF the org exists among the modulestore courses but not in the Organizations database table,
            # and if auto-create is disabled (it's enabled by default), this will raise InvalidOrganizationException. It
            # would be up to the operator to decide how they want to resolve that.
            raise ValueError(
                f'The organization short code ""{org_code}"" exists in modulestore ({course_key}) but '
                ""not the Organizations table, and auto-creating organizations is disabled. You can resolve this by ""
                ""creating the Organization manually (e.g. from the Django admin) or turning on auto-creation. ""
                ""You can set active=False to prevent this Organization from being used other than for historical data. ""
            ) from exc
        if org_data[""short_name""] != org_code:
            # On most installations, the 'short_name' database column is case insensitive (unfortunately)
            log.warning(
                'The course with ID ""%s"" does not match its Organization.short_name ""%s""',
                course_key,
                org_data[""short_name""],
            )

        # Fetch the CourseOverview if it exists
        try:
            course_overview = CourseOverview.objects.get(id=course_key)
        except CourseOverview.DoesNotExist:
            course_overview = None  # Course exists in modulestore but details aren't cached into CourseOverview yet
        title: str = (course_overview.display_name if course_overview else None) or course_code

        # Determine the course language.
        # Note that in Studio, the options for course language generally came from the ALL_LANGUAGES setting, which is
        # mostly two-letter language codes with no locale, except it uses ""zh_HANS"" for Mandarin and ""zh_HANT"" for
        # Cantonese. We normalize those to ""zh-cn"" and ""zh-hk"" for consistency with our platform UI languages /
        # Transifex, but you can still access the ""old"" version using the CatalogCourse.language_short
        # getter/setter for backwards compatbility. See https://github.com/openedx/openedx-platform/issues/38036
        language = settings.LANGUAGE_CODE
        if course_overview and course_overview.language:
            language = course_overview.language.lower()
            language = language.replace(""_"", ""-"")  # Ensure we use hyphens for consistency (`en-us` not `en_us`)
            # Normalize this language code. The previous/non-normalized code will still be available via the
            # ""language_short"" property for backwards compatibility.
            language = NORMALIZE_LANGUAGE_CODES.get(language, language)
            if len(language) > 2 and language[2] != ""-"":
                # This seems like an invalid value; revert to the default:
                log.warning(
                    'The course with ID ""%s"" has invalid language ""%s"" - using default language ""%s"" instead.',
                    course_key,
                    language,
                    settings.LANGUAGE_CODE,
                )
                language = settings.LANGUAGE_CODE

        # Ensure that the CatalogCourse exists.
        cc, cc_created = CatalogCourse.objects.get_or_create(
            org_id=org_data[""id""],
            course_code=course_code,
            defaults={
                # The default title for the catalog course will be the same name as the newest run, since we iterate
                # over ""all_course_runs"" in ""-created"" order.
                ""title"": title,
                ""language"": language,
            },
        )
        if cc_created:
            created_catalog_course_ids.add(cc.pk)

        if cc.course_code != course_code:
            raise ValueError(
                f""The course {course_key} exists in modulestore with a different capitalization of its ""
                f'course code compared to other instances of the same run (""{course_code}"" vs ""{cc.course_code}""). '
                ""This really should not happen. To fix it, delete the inconsistent course runs (!). ""
            )

        # Create the CourseRun
        new_run, run_created = CourseRun.objects.get_or_create(
            catalog_course=cc,
            run_code=run_code,
            course_key=course_key,
            defaults={""title"": title},
        )

        # Correct the ""created"" timestamp. Since it has auto_now_add=True, we can't set its value except using update()
        # The CourseOverview should have the ""created"" date unless it's missing or the course was created before
        # the CourseOverview model existed. In any case, it should be good enough. Otherwise use the default (now).
        if course_overview:
            if course_overview.created < cc.created and cc.pk in created_catalog_course_ids:
                # Use the 'created' date from the oldest course run that we process.
                CatalogCourse.objects.filter(pk=cc.pk).update(created=course_overview.created)
            if run_created:
                CourseRun.objects.filter(pk=new_run.pk).update(created=course_overview.created)",97,Yes
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/certificates/management/commands/tests/test_purge_pii_from_generatedcertificates.py,test_management_command_dry_run,"def test_management_command_dry_run(self):
        """"""
        Verify that the management command does not purge any data when invoked with the `--dry-run` flag
        """"""
        expected_log_msg = (
            ""DRY RUN: running this management command would purge `name` data from the following users: ""
            f""[{self.user_retired.id}]""
        )

        cert_for_active_user = GeneratedCertificate.objects.get(user_id=self.user_active)
        assert cert_for_active_user.name == self.user_active_name
        cert_for_retired_user = GeneratedCertificate.objects.get(user_id=self.user_retired)
        assert cert_for_retired_user.name == self.user_retired_name

        with LogCapture() as logger:
            call_command(""purge_pii_from_generatedcertificates"", ""--dry-run"")

        cert_for_active_user = GeneratedCertificate.objects.get(user_id=self.user_active)
        assert cert_for_active_user.name == self.user_active_name
        cert_for_retired_user = GeneratedCertificate.objects.get(user_id=self.user_retired)
        assert cert_for_retired_user.name == self.user_retired_name

        assert logger.records[0].msg == expected_log_msg",19,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/certificates/management/commands/tests/test_purge_pii_from_generatedcertificates.py,test_management_command,"def test_management_command(self):
        """"""
        Verify the management command purges expected data from a GeneratedCertificate instance if a learner has
        successfully had their account retired.
        """"""
        cert_for_active_user = GeneratedCertificate.objects.get(user_id=self.user_active)
        assert cert_for_active_user.name == self.user_active_name
        cert_for_retired_user = GeneratedCertificate.objects.get(user_id=self.user_retired)
        assert cert_for_retired_user.name == self.user_retired_name

        call_command(""purge_pii_from_generatedcertificates"")

        cert_for_active_user = GeneratedCertificate.objects.get(user_id=self.user_active)
        assert cert_for_active_user.name == self.user_active_name
        cert_for_retired_user = GeneratedCertificate.objects.get(user_id=self.user_retired)
        assert cert_for_retired_user.name == """"",14,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/certificates/management/commands/tests/test_purge_pii_from_generatedcertificates.py,setUp,"def setUp(self):
        super().setUp()
        self.course_run = CourseFactory()
        # create an ""active"" learner that is not associated with any retirement requests, used to verify that the
        # management command doesn't purge any info for active users.
        self.user_active = UserFactory()
        self.user_active_name = ""Teysa Karlov""
        GeneratedCertificateFactory(
            status=CertificateStatuses.downloadable,
            course_id=self.course_run.id,
            user=self.user_active,
            name=self.user_active_name,
            grade=1.00,
        )
        # create a second learner that is associated with a retirement request, used to verify that the management
        # command purges info successfully from a GeneratedCertificate instance associated with a retired learner
        self.user_retired = UserFactory()
        self.user_retired_name = ""Nicol Bolas""
        GeneratedCertificateFactory(
            status=CertificateStatuses.downloadable,
            course_id=self.course_run.id,
            user=self.user_retired,
            name=self.user_retired_name,
            grade=0.99,
        )
        UserRetirementStatusFactory(
            user=self.user_retired,
            current_state=self.complete,
            last_state=self.complete,
        )
        UserRetirementRequestFactory(user=self.user_retired)",31,Yes
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/certificates/management/commands/tests/test_purge_pii_from_generatedcertificates.py,setUpClass,"def setUpClass(cls):
        """"""
        The retirement pipeline is not fully enabled by default. In order to properly test the management command, we
        must ensure that at least one of the required RetirementState states (`COMPLETE`) exists.
        """"""
        super().setUpClass()
        cls.complete = RetirementStateFactory(state_name=""COMPLETE"")",7,No
https://github.com/openedx/openedx-platform.git,python,lms/djangoapps/certificates/management/commands/tests/test_purge_references_to_pdf_certificates.py,setUp,"def setUp(self):
        super().setUp()
        self.user = UserFactory()
        self.course_run_1 = CourseFactory()
        self.course_run_2 = CourseFactory()
        self.course_run_3 = CourseFactory()
        self.cert_1 = GeneratedCertificateFactory(
            user=self.user,
            course_id=self.course_run_1.id,
            download_url=""http://example.com/1"",
            download_uuid=uuid.uuid4(),
            grade=1.00,
        )
        self.cert_2 = GeneratedCertificateFactory(
            user=self.user,
            course_id=self.course_run_2.id,
            download_url=""http://example.com/2"",
            download_uuid=uuid.uuid4(),
            grade=2.00,
        )
        self.cert_3 = GeneratedCertificateFactory(
            user=self.user,
            course_id=self.course_run_3.id,
            download_url=""http://example.com/3"",
            download_uuid=uuid.uuid4(),
            grade=3.00,
        )",27,Yes
