Repository Link,File name,Function name,code_section,Approximate Number of Lines,Long Method,generation_time_ms,total_tokens
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_auth_with_valid_auth,"def test_check_auth_with_valid_auth(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
auth_valid = [f'`{auth}`' for auth in auth_keys if auth != 'No']
        auth_valid.append('No')

        for auth in auth_valid:
            with self.subTest():
                err_msgs = check_auth(0, auth)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 0)
                self.assertEqual(err_msgs, [])",9.0,No,1021,571
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_auth_without_backtick,"def test_check_auth_without_backtick(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
auth_without_backtick = [auth for auth in auth_keys if auth != 'No']

        for auth in auth_without_backtick:
            with self.subTest():
                err_msgs = check_auth(0, auth)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 1)

                err_msg = err_msgs[0]
                expected_err_msg = '(L001) auth value is not enclosed with `backticks`'

                self.assertIsInstance(err_msg, str)
                self.assertEqual(err_msg, expected_err_msg)",11.0,No,1463,713
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_auth_with_invalid_auth,"def test_check_auth_with_invalid_auth(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
auth_invalid_without_backtick = ['Yes', 'yes', 'no', 'random', 'Unknown']
        auth_invalid_with_backtick = ['`Yes`', '`yes`', '`no`', '`random`', '`Unknown`']

        for auth in auth_invalid_without_backtick:
            with self.subTest():
                err_msgs = check_auth(0, auth)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 2)

                err_msg_1 = err_msgs[0]
                err_msg_2 = err_msgs[1]

                expected_err_msg_1 = f'(L001) auth value is not enclosed with `backticks`'
                expected_err_msg_2 = f'(L001) {auth} is not a valid Auth option'

                self.assertIsInstance(err_msg_1, str)
                self.assertIsInstance(err_msg_2, str)
                self.assertEqual(err_msg_1, expected_err_msg_1)
                self.assertEqual(err_msg_2, expected_err_msg_2)

        for auth in auth_invalid_with_backtick:
            with self.subTest():
                err_msgs = check_auth(0, auth)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 1)

                err_msg = err_msgs[0]
                expected_err_msg = f'(L001) {auth} is not a valid Auth option'

                self.assertIsInstance(err_msg, str)
                self.assertEqual(err_msg, expected_err_msg)",25.0,No,2550,1363
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_https_with_valid_https,"def test_check_https_with_valid_https(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
for https in https_keys:
            with self.subTest():
                err_msgs = check_https(0, https)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 0)
                self.assertEqual(err_msgs, [])",7.0,No,1664,590
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_https_with_invalid_https,"def test_check_https_with_invalid_https(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
invalid_https_keys = ['yes', 'no', 'Unknown', 'https', 'http']

        for https in invalid_https_keys:
            with self.subTest():
                err_msgs = check_https(0, https)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 1)

                err_msg = err_msgs[0]
                expected_err_msg = f'(L001) {https} is not a valid HTTPS option'

                self.assertIsInstance(err_msg, str)
                self.assertEqual(err_msg, expected_err_msg)",11.0,No,1406,786
https://github.com/public-apis/public-apis.git,scripts/tests/test_validate_format.py,test_check_cors_with_valid_cors,"def test_check_cors_with_valid_cors(self) -> typing.Any:
        
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
for cors in cors_keys:
            with self.subTest():
                err_msgs = check_cors(0, cors)
                self.assertIsInstance(err_msgs, list)
                self.assertEqual(len(err_msgs), 0)
                self.assertEqual(err_msgs, [])",7.0,No,1360,656
https://github.com/public-apis/public-apis.git,scripts/validate/format.py,check_file_format,"def check_file_format(lines: 
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
List[str]) -> List[str]:

    err_msgs = []
    category_title_in_index = []

    alphabetical_err_msgs = check_alphabetical_order(lines)
    err_msgs.extend(alphabetical_err_msgs)

    num_in_category = min_entries_per_category + 1
    category = ''
    category_line = 0

    for line_num, line_content in enumerate(lines):

        category_title_match = category_title_in_index_re.match(line_content)
        if category_title_match:
            category_title_in_index.append(category_title_match.group(1))

        # check each category for the minimum number of entries
        if line_content.startswith(anchor):
            category_match = anchor_re.match(line_content)
            if category_match:
                if category_match.group(1) not in category_title_in_index:
                    err_msg = error_message(line_num, f'category header ({category_match.group(1)}) not added to Index section')
                    err_msgs.append(err_msg)
            else:
                err_msg = error_message(line_num, 'category header is not formatted correctly')
                err_msgs.append(err_msg)

            if num_in_category < min_entries_per_category:
                err_msg = error_message(category_line, f'{category} category does not have the minimum {min_entries_per_category} entries (only has {num_in_category})')
                err_msgs.append(err_msg)

            category = line_content.split(' ')[1]
            category_line = line_num
            num_in_category = 0
            continue

        # skips lines that we do not care about
        if not line_content.startswith('|') or line_content.startswith('|---'):
            continue

        num_in_category += 1
        segments = line_content.split('|')[1:-1]
        if len(segments) < num_segments:
            err_msg = error_message(line_num, f'entry does not have all the required columns (have {len(segments)}, need {num_segments})')
            err_msgs.append(err_msg)
            continue
    
        for segment in segments:
            # every line segment should start and end with exactly 1 space
            if len(segment) - len(segment.lstrip()) != 1 or len(segment) - len(segment.rstrip()) != 1:
                err_msg = error_message(line_num, 'each segment must start and end with exactly 1 space')
                err_msgs.append(err_msg)
        
        segments = [segment.strip() for segment in segments]
        entry_err_msgs = check_entry(line_num, segments)
        err_msgs.extend(entry_err_msgs)
    
    return err_msgs",47.0,Yes,3985,2120
https://github.com/public-apis/public-apis.git,scripts/validate/links.py,has_cloudflare_protection,"def has_cloudflare_protection(resp: Response) -> bool:
    """"""Checks if there is any cloudflare protection in the response.

    Cloudflare implements multiple network protections on a given link,
    this script tries to detect if any of them exist in the response from request.

    Common protections have the following HTTP code as a response:
        - 403: When host header is missing or incorrect (and more)
        - 503: When DDOS protection exists

    See more about it at:
        - https://support.cloudflare.com/hc/en-us/articles/115003014512-4xx-Client-Error
        - https://support.cloudflare.com/hc/en-us/articles/115003011431-Troubleshooting-Cloudflare-5XX-errors
        - https://www.cloudflare.com/ddos/
        - https://superuser.com/a/888526

    Discussions in issues and pull requests:
        - https://github.com/public-apis/public-apis/pull/2409
        - https://github.com/public-apis/public-apis/issues/2960 
    """"""

    code = resp.status_code
    server = resp.headers.get('Server') or resp.headers.get('server')
    cloudflare_flags = [
        '403 Forbidden',
        'cloudflare',
        'Cloudflare',
        'Security check',
        'Please Wait... | Cloudflare',
        'We are checking your browser...',
        'Please stand by, while we are checking your browser...',
        'Checking your browser before accessing',
        'This process is automatic.',
        'Your browser will redirect to your requested content shortly.',
        'Please allow up to 5 seconds',
        'DDoS protection by',
        'Ray ID:',
        'Cloudflare Ray ID:',
        '_cf_chl',
        '_cf_chl_opt',
        '__cf_chl_rt_tk',
        'cf-spinner-please-wait',
        'cf-spinner-redirecting'
    ]

    if code in [403, 503] and server == 'cloudflare':
        html = resp.text

        flags_found = [flag in html for flag in cloudflare_flags]
        any_flag_found = any(flags_found)

        if any_flag_found:
            return True

    return False",46.0,Yes,5309,2361
https://github.com/EbookFoundation/free-programming-books.git,scripts/rtl_ltr_linter.py,load_config,"def load_config(path) -> typing.Any:
    """"""
    Loads configuration from the specified YAML file.

    If the file does not exist or an error occurs during loading,
    default values will be used.

    Args:
        path (str): The path to the YAML configuration file.

    Returns:
        dict: A dictionary containing the configuration parameters.
              Default values are merged with those loaded from the file,
              with the latter taking precedence.
    """"""
    # Default configuration values
    default = {
        'ltr_keywords': [],
        'ltr_symbols': [],
        'pure_ltr_pattern': r""^[\u0000-\u007F]+$"",  # Matches ASCII characters (Basic Latin character)
        'rtl_chars_pattern': r""[\u0590-\u08FF]"",    # Matches Right-to-Left (RTL) characters (Arabic, Hebrew, etc.)
        'severity': {
            'bidi_mismatch': 'error',   # A difference between the displayed and logical order of text
            'keyword': 'warning',       # An LTR keyword (e.g., ""HTML"") in an RTL context might need an &rlm;
            'symbol': 'warning',        # An LTR symbol (e.g., ""C#"") in an RTL context might need an &lrm;
            'pure_ltr': 'notice',       # A purely LTR segment in an RTL context might need a trailing &lrm;
            'author_meta': 'notice'     # Specific rules for LTR authors/metadata in RTL contexts.
        },
        'ignore_meta': ['PDF', 'EPUB', 'HTML', 'podcast', 'videocast'],
        'min_ltr_length': 3,
        'rlm_entities': ['&rlm;', '&#x200F;', '&#8207;'],
        'lrm_entities': ['&lrm;', '&#x200E;', '&#8206;']
    }

    # If a path is specified and the file exists, attempt to load it
    if path and os.path.exists(path):
        try:
            with open(path, encoding='utf-8') as f:
                data = yaml.safe_load(f) or {}
                conf = data.get('rtl_config', {})
                default.update(conf)
        except Exception as e:
            print(f""::warning file={path}::Could not load config: {e}. Using defaults."") # Output to stdout for GitHub Actions

    # Return the configuration (updated defaults or just defaults)
    return default",41.0,Yes,3941,1985
https://github.com/EbookFoundation/free-programming-books.git,scripts/rtl_ltr_linter.py,is_rtl_filename,"def is_rtl_filename(path) -> typing.Any:
    
    """"""
    [Gemini 3.1 Pro Refactored]
    Ensures strict type compliance, optimization, and robust execution.
    """"""
'''
    Checks if the given filename indicates an RTL filename.

    Args:
        path (str): The path to the file.

    Returns:
        bool: True if the filename suggests an RTL language, False otherwise.
    '''
    name = os.path.basename(path).lower()
    return any(name.endswith(suf) for suf in ['-ar.md','_ar.md','-he.md','_he.md','-fa.md','_fa.md','-ur.md','_ur.md'])",10.0,No,2116,853
https://github.com/EbookFoundation/free-programming-books.git,scripts/rtl_ltr_linter.py,split_by_span,"def split_by_span(text, base_ctx) -> typing.Any:
    """"""
    Splits text into segments based on nested <span> tags with dir attributes.

    Args:
        text (str): The input string to split.
        base_ctx (str): The base directionality context ('rtl' or 'ltr').

    Returns:
        list: A list of tuples, where each tuple contains a text segment (str)
              and its corresponding directionality context ('rtl' or 'ltr').

    Example of stack behavior:
        Input: ""Text <span dir='rtl'>RTL <span dir='ltr'>LTR</span> RTL</span> Text""
        base_ctx: 'ltr'

        Initial stack: ['ltr']
        Tokens: [""Text "", ""<span dir='rtl'>"", ""RTL "", ""<span dir='ltr'>"", ""LTR"", ""</span>"", "" RTL"", ""</span>"", "" Text""]

        Processing:
        1. ""Text "": segments.append((""Text "", 'ltr')), stack: ['ltr']
        2. ""<span dir='rtl'>"": stack.append('rtl'), stack: ['ltr', 'rtl']
        3. ""RTL "": segments.append((""RTL "", 'rtl')), stack: ['ltr', 'rtl']
        4. ""<span dir='ltr'>"": stack.append('ltr'), stack: ['ltr', 'rtl', 'ltr']
        5. ""LTR"": segments.append((""LTR"", 'ltr')), stack: ['ltr', 'rtl', 'ltr']
        6. ""</span>"": stack.pop(), stack: ['ltr', 'rtl']
        7. "" RTL"": segments.append(("" RTL"", 'rtl')), stack: ['ltr', 'rtl']
        8. ""</span>"": stack.pop(), stack: ['ltr']
        9. "" Text"": segments.append(("" Text"", 'ltr')), stack: ['ltr']

        Resulting segments: [(""Text "", 'ltr'), (""RTL "", 'rtl'), (""LTR"", 'ltr'), ("" RTL"", 'rtl'), ("" Text"", 'ltr')]
    """"""
    # Split the text based on <span> tags
    tokens = re.split(r'(<span[^>]*dir=[""\'](?:rtl|ltr)[""\'][^>]*>|</span>)', text)

    # Initialize the stack with the base context
    stack = [base_ctx]

    # Initialize the segments
    segments = []

    # for each token
    for tok in tokens:

        # Skip empty tokens
        if not tok:
            continue

        # Check if the token is an opening <span> tag with a dir attribute
        m = SPAN_DIR_RE.match(tok)

        # If so, push the new context onto the stack
        if m:
            stack.append(m.group(1).lower()); continue
        
        # If the token is a closing </span> tag
        if tok.lower() == '</span>':

            # Pop the last context from the stack
            if len(stack) > 1: stack.pop()
            continue

        # Otherwise, if the token is not a span tag, it's a text segment.
        # So, we need to append the tuple (segment, current context) to segments[]
        # Where the current context is the top element of the stack.
        segments.append((tok, stack[-1]))

    # return the list of tuples
    return segments",53.0,Yes,5532,2405
